Unnamed: 0,Image,Review Text,Processed_Review,Feature_Extraction
1017,['Downloaded_Images/71IanGKc5ML._SY88.jpg'],I have been slowly replacing all of the hardware on my old harmony stratocaster with Fender parts. These had a huge impact as my guitar now stays in tune. Excellent price to quality ratio. Would recommend to a friend.  Looks great as well.,slowli replac hardwar old harmoni stratocast fender part huge impact guitar stay tune excel price qualiti ratio would recommend friend look great well,"[array([0.       , 0.       , 0.       , ..., 0.       , 0.8486306,
       0.       ], dtype=float32)]"
779,['Downloaded_Images/61BKCDLi0PL._SY88.jpg'],"My application of this is to plug three guitars in to my pedalboard (see pics).  It is noiseless, and shows no tone-sucking qualities at all.  It runs well off a 9-volt or a Dunlop DC Brick, although that is just for the function of the lights.  It also works with no power at all (but the lights come in handy to know which selection is ON).",applic plug three guitar pedalboard see pic noiseless show qualiti run well dunlop dc brick although function light also work power light come handi know select,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1576,"['Downloaded_Images/71KFsmHNFlL._SY88.jpg', 'Downloaded_Images/71iqKwVavSL._SY88.jpg']",Fit my Epiphone Les Paul 100 perfectly.  Swapped out factory cream colored trim for these and they look great. Posting before and after pics,fit epiphon le paul 100 perfectli swap factori cream color trim look great post pic,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 20.586632,
        0.      ], dtype=float32), array([0.       , 0.       , 0.       , ..., 1.0572768, 0.       ,
       0.       ], dtype=float32)]"
2558,['Downloaded_Images/71L7L6I3HSL._SY88.jpg'],"Bought a 3 pack. Liked em so much I bought three more.

I wouldnt trust em just anchored it to sheetrock though. Just me! Find some studs. Or buy a 1x6, screw it to the studs then mount the hangers to the 1x6",bought 3 pack like em much bought three wouldnt trust em anchor sheetrock though find stud buy 1x6 screw stud mount hanger 1x6,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
295,['Downloaded_Images/616vE+vubiL._SY88.jpg'],"The&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/On-Stage-Foam-Ball-Type-Mic-Windscreen-Black/dp/B0002GXF8Q/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">On Stage Foam Ball-Type Mic Windscreen, Black</a>&nbsp;is durable, inexpensive, and easy to replace if needed. It's small and squishable, perfect for on-the-go audio recording. It comes in different colors so you can pick the one you prefer (I like black). If you accidentally get makeup on it, you can wash it right out (gently; like a favorite cosmetic sponge).

You will need to carefully wiggle it on your&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Audio-Technica-ATR2100-USB-Cardioid-Dynamic-USB-XLR-Microphone/dp/B004QJOZS4/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Audio-Technica ATR2100-USB Cardioid Dynamic USB/XLR Microphone</a>&nbsp;so you don't tear it but it is so worth the effort!",nbsp stage foam mic windscreen black nbsp durabl inexpens easi replac need small squishabl perfect audio record come differ color pick one prefer like black accident get makeup wash right gentli like favorit cosmet spong need care wiggl nbsp cardioid dynam microphon nbsp tear worth effort,"[array([0.       , 0.       , 0.       , ..., 0.       , 1.7921884,
       0.       ], dtype=float32)]"
1122,"['Downloaded_Images/61JyHVaa7DL._SY88.jpg', 'Downloaded_Images/6176MaYIp+L._SY88.jpg']","But don't let that deter you. That just means it will break-in that much more quickly. My favorite strap is not padded in any way, like this strap, but a little wider. I use this on a Telecaster and it looks nice and matches well with the color scheme of the guitar. I hooked a couple&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/4pcs-Round-Head-Strap-Locks-Black-for-Guitar-Schaller-style/dp/B009FX3LTU/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">4pcs Round Head Strap Locks Black for Guitar Schaller-style</a>&nbsp;on it and away we went. The strap is made in Canada from decent quality leather(not bonded) and the gold Fender logo is understated, yet classy. It's a classic strap from Fender. What else is there to say?",let deter mean much quickli favorit strap pad way like strap littl wider use telecast look nice match well color scheme guitar hook coupl nbsp 4pc round head strap lock black guitar nbsp away went strap made canada decent qualiti leather bond gold fender logo underst yet classi classic strap fender el say,"[array([ 0.      ,  0.      ,  0.      , ..., 29.558565,  0.      ,
        0.      ], dtype=float32), array([ 0.      ,  0.      ,  0.      , ..., 12.453852,  0.      ,
        0.      ], dtype=float32)]"
3406,['Downloaded_Images/71AJXrRWDmL._SY88.jpg'],"For the money, it is awesome.  I upgraded the transmitter cord, and it cured some of the cable noise. (The one included is a bit long and cheap).  It has a clear sound and good battery life. Plus, the receiver is small enough to fit on my pedal board.",money awesom upgrad transmitt cord cure cabl nois one includ bit long cheap clear sound good batteri life plu receiv small enough fit pedal board,"[array([0.       , 0.       , 0.       , ..., 0.       , 2.6263802,
       4.237515 ], dtype=float32)]"
1630,"['Downloaded_Images/615NYVMYsNL._SY88.jpg', 'Downloaded_Images/61wTp5UQj9L._SY88.jpg']","I put a set of these on a Jag I finished up a few weeks ago and I'm thoroughly impressed.

I used the mounting plates for install because even w/ a drill press and depth stop bits it's still a time consuming pain drilling those holes and the plates seem to provide secure and well aligned mounting w/ just the bushings clamping the tuners down.

The action of the tuners is super smooth and accurate feeling w/ zero slippage and the button shape is very comfortable and effective.  They seem quicker to tune w/ for me than I would expect from the 18:1 ratio.  I think they look great too.

I've liked them so much on the Jag I've got another set of these (and one of their Contour strat bridges) on the way for the next build.",put set jag finish week ago thoroughli impress use mount plate instal even drill press depth stop bit still time consum pain drill hole plate seem provid secur well align mount bush clamp tuner action tuner super smooth accur feel zero slippag button shape comfort effect seem quicker tune would expect ratio think look great like much jag got anoth set one contour strat bridg way next build,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0.      , 0.      , 0.      , ..., 0.      , 7.061396, 0.      ],
      dtype=float32)]"
107,"['Downloaded_Images/71KFsmHNFlL._SY88.jpg', 'Downloaded_Images/71iqKwVavSL._SY88.jpg']",Perfect fit on my Epiphone LP 100.... My beginner guitar.  Had to decide if I wanted to sell my LP-100 after upgrading to an LP Standard.  Decided to keep LP 100 for sentimental reasons but wanted to get rid of Cream colored trim.  Swapped out cream colored pick-up trim and the poker chip for Black ....love it,perfect fit epiphon lp 100 beginn guitar decid want sell upgrad lp standard decid keep lp 100 sentiment reason want get rid cream color trim swap cream color trim poker chip black love,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 20.586632,
        0.      ], dtype=float32), array([0.       , 0.       , 0.       , ..., 1.0572768, 0.       ,
       0.       ], dtype=float32)]"
3616,['Downloaded_Images/8182Z5Lo9OL._SY88.jpg'],"After trying to get by without it, I can't imagine trying to use my wah unattached any more. This thing is incredible for attaching a wah to a pedalboard. I just wish they made something just like this for all of my pedals. It's so much more secure than the sticky back stuff.",tri get without ca imagin tri use wah unattach thing incred attach wah pedalboard wish made someth like pedal much secur sticki back stuff,"[array([5.697628 , 0.       , 2.0393176, ..., 0.       , 0.       ,
       0.       ], dtype=float32)]"
240,['Downloaded_Images/51Wd4icahQL._SY88.jpg'],"This kick-pad is excellent. It additionally lowers the sound of your bass drum, so if you're not satisfied with the sound, this will help. It lasts very long and can take a beating of all kinds, whether you single pedal like Nirvana of double pedal like All That Remains. I highly suggest this kick-pad if you're looking for one that will last long and protect your bass drum from injury  =D",excel addit lower sound bass drum satisfi sound help last long take beat kind whether singl pedal like nirvana doubl pedal like remain highli suggest look one last long protect bass drum injuri,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3536,['Downloaded_Images/71FQiQmcU3L._SY88.jpg'],Hey actually this wasn't what I expected. I expected a cheap case. This is a well made sturdy case for a great price. It did smell horrible lol. But it also came with rack screws AND washers.,hey actual expect expect cheap case well made sturdi case great price smell horribl lol also came rack screw washer,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 11.607446,
        0.      ], dtype=float32)]"
747,"['Downloaded_Images/61+M6HPL1DL._SY88.jpg', 'Downloaded_Images/510o-G10HgL._SY88.jpg']","I own a Yamaha 61 keys Keyboard and I ordered this stand because the product description says it is Yamaha make. But what is written on the box is:'Keyboard Stand For Portable Keyboards from Yamaha and Others' and there is no Yamaha emblem neither on the box nor on the stand. In fact, it is just a Chinese make generic stand. Apart from that, I am happy with the stand. It is:

Easy to assemble and fold
Sturdy enough to hold a 61 keys keyboard
Keyboard fits well",yamaha 61 key keyboard order stand product descript say yamaha make written box stand portabl keyboard yamaha other yamaha emblem neither box stand fact chine make gener stand apart happi stand easi assembl fold sturdi enough hold 61 key keyboard keyboard fit well,"[array([0.       , 0.       , 0.       , ..., 0.       , 0.5200706,
       0.       ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1914,"['Downloaded_Images/51fdaVc3j7L._SY88.jpg', 'Downloaded_Images/61bCzyBHx2L._SY88.jpg']",Just installed two electrosockets. My Classic Vibe 50's Tele went perfect. I left the retainer clip in inserted the washer and nut to secure then tightened the plate and screwed in place. On my Fender l ended up removing the retainer clip put the washer in place and tightened and screwed the plate in place.,instal two electrosocket classic vibe 50 tele went perfect left retain clip insert washer nut secur tighten plate screw place fender l end remov retain clip put washer place tighten screw plate place,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0.      , 0.      , 0.      , ..., 0.      , 0.      , 8.012907],
      dtype=float32)]"
1363,"['Downloaded_Images/61X5GfvkAsL._SY88.jpg', 'Downloaded_Images/61xfqoasvDL._SY88.jpg', 'Downloaded_Images/71GX5af47GL._SY88.jpg']","I purchased these stands to hold my Yamaha HS5's. These stands are really well made..heavy and have a nice look to them. I really like the triangle base as it makes it easy for them to fit in the corners of my room. They have locking pins that are great for keeping the stands at the height that you set. They also have some type of rubber feet that helps with leveling the stand. These are pretty impressive. The only thing that I don't like is that the platform that the speakers sit on are a bit larger than i'd like...but this is more my fault for not reading the dimensions. Other than that, I highly recommend these.",purchas stand hold yamaha hs5 stand realli well made heavi nice look realli like triangl base make easi fit corner room lock pin great keep stand height set also type rubber foot help level stand pretti impress thing like platform speaker sit bit larger like fault read dimens highli recommend,"[array([0.      , 0.      , 0.      , ..., 0.      , 3.470235, 0.      ],
      dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2288,"['Downloaded_Images/81YrmlhzcrL._SY88.jpg', 'Downloaded_Images/71L+CdotIYL._SY88.jpg']","This is a good buy
I like how fast they shipped
I like how well they work",good buy like fast ship like well work,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 24.509443,
        0.      ], dtype=float32), array([ 0.     ,  0.     ,  0.     , ...,  0.     ,  0.     , 34.39913],
      dtype=float32)]"
2749,"['Downloaded_Images/81rsjLWAMBL._SY88.jpg', 'Downloaded_Images/81N9BkOME3L._SY88.jpg', 'Downloaded_Images/81RMtFSBxmL._SY88.jpg', 'Downloaded_Images/812XnS-zYLL._SY88.jpg']","This dampener works OK, but man it is really clumsy and obtrusive. When it's in the up position you can poke someone's eye out. You're better off learning to use the palm of your hand at the bridge of your guitar to dampen or muffle the sound or try tying a ""hanky"" (handkerchief) at the top of the neck.",dampen work ok man realli clumsi obtrus posit poke someon eye better learn use palm hand bridg guitar dampen muffl sound tri tie hanki handkerchief top neck,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 20.732956,
        0.      ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([ 0.      ,  0.      ,  0.      , ...,  0.      , 20.732956,
        0.      ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1503,"['Downloaded_Images/8182LzP6baL._SY88.jpg', 'Downloaded_Images/81qixjoYsxL._SY88.jpg', 'Downloaded_Images/81l7crwa7tL._SY88.jpg', 'Downloaded_Images/81dPGSUR8fL._SY88.jpg', 'Downloaded_Images/81g1o7+FGHL._SY88.jpg']","I first considered the Cordoba concert ukulele because it was on every list of the best beginner ukes, and I am so happy with my choice! It took about a week to stretch the strings and stay in tune, but the Cordoba sounds amazing. My daughter has a cheaper soprano uke and the Cordoba has a noticeably clearer sound and is much lighter weight. It just feels great in my hands. I tried some no-drill straps, but ultimately chose to add a strap button with no problem. I saw some reviews about quality control issues on the finish, and I did find a rough spot on the back (see photo). This was not an issue for me, but I'd suggest checking for this. Otherwise, I love everything about my Cordoba ukulele and highly recommend it for beginners. From my experience so far, it's worth spending a little more to get a quality instrument.",first consid cordoba concert ukulel everi list best beginn uke happi choic took week stretch string stay tune cordoba sound amaz daughter cheaper soprano uke cordoba notic clearer sound much lighter weight feel great hand tri strap ultim chose add strap button problem saw review qualiti control issu finish find rough spot back see photo issu suggest check otherwis love everyth cordoba ukulel highli recommend beginn experi far worth spend littl get qualiti instrument,"[array([9.213443, 0.      , 0.      , ..., 0.      , 0.      , 0.      ],
      dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 1.4741893,
       0.       ], dtype=float32), array([ 0.      ,  0.      ,  0.      , ...,  0.      , 17.044888,
        0.      ], dtype=float32), array([0.      , 0.      , 0.      , ..., 0.      , 5.910735, 0.      ],
      dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 2.3750296,
       0.       ], dtype=float32)]"
737,['Downloaded_Images/81FoTE6T3SL._SY88.jpg'],"Worked ok in a pinch as a last minute purchase.  All of my amp rack patch panels have Neutrik NL4MP connectors, as most of my speakers.  I have some monitors with 1/4"" inputs which I am swapping out with Neutrik NL4MPs.  So no more 1/4""inputs and no more knock offs for me.  No I will NOT purchase this product again. (Photo shows 'my custom made' 12/4 cable connected to OEM cable connector and panel mount).",work ok pinch last minut purchas amp rack patch panel neutrik nl4mp connector speaker monitor input swap neutrik nl4mp input knock off purchas product photo show custom made cabl connect oem cabl connector panel mount,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 11.352334,
        1.271015], dtype=float32)]"
644,['Downloaded_Images/61DvLcapd8L._SY88.jpg'],I went from fender chrome non-locking to fender gold locking. It made my guitar look beautiful and play beautiful. I think locking tuners are the way to go. If you are new to locking tuners look on YouTube for instructions.,went fender chrome fender gold lock made guitar look beauti play beauti think lock tuner way go new lock tuner look youtub instruct,"[array([0.       , 0.       , 0.       , ..., 0.       , 0.8444577,
       0.       ], dtype=float32)]"
2310,['Downloaded_Images/81nPzIrOeuL._SY88.jpg'],"Love this cable! I bought a purple (red & blue knitted) one and a green one. Both look great, sound clean, and work fantastic. I only need to stand a few feet away from my amp, so I'm good with 10 feet. But wanted to point out its not super long. If you like to walk around....get a longer one.",love cabl bought purpl red blue knit one green one look great sound clean work fantast need stand foot away amp good 10 foot want point super long like walk around get longer one,"[array([0.       , 0.       , 0.       , ..., 0.       , 0.4036383,
       0.       ], dtype=float32)]"
1506,['Downloaded_Images/81Tysre9ZmL._SY88.jpg'],We needed to upgrade the Hot Hitz Radio mixer. We needed the AUX sends to properly work a Telos ONE which places listener phone calls on the air. Our old mixer did not have this option so it was time to upgrade. This is a great mixer and the price was really good if you are on a budget. We use this mixer in a studio.,need upgrad hot hitz radio mixer need aux send properli work telo one place listen phone call air old mixer option time upgrad great mixer price realli good budget use mixer studio,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1773,['Downloaded_Images/71kDBy-WsjL._SY88.jpg'],"Just installed my new pick guard and trem cover.  Looks great and fits perfectly on my Squier Classic Vibe Strat.  The only problem is that a Classic Vibe Strat comes with an 8-hole pick guard, and this one has 11 holes.  Good thing is that the 8 existing holes lined up with 8 holes in the pick guard, and I had to drill the remaining three holes.  But since the pick guard was installed already I knew exactly where to drill them.

My Classic Vibe guitar came with a bright-white, thick, single-ply pick guard.  It was really kind of ugly and cheap looking, but with the new one it's a lot easier on the eyes.

Highly recommended.  I've tried other Musiclily products and so far have never had any problems with quality or fitment.",instal new pick guard trem cover look great fit perfectli squier classic vibe strat problem classic vibe strat come pick guard one 11 hole good thing 8 exist hole line 8 hole pick guard drill remain three hole sinc pick guard instal alreadi knew exactli drill classic vibe guitar came thick pick guard realli kind ugli cheap look new one lot easier eye highli recommend tri musiclili product far never problem qualiti fitment,"[array([0.       , 0.       , 0.       , ..., 0.       , 6.8285146,
       6.4526553], dtype=float32)]"
530,"['Downloaded_Images/51QAi5JTVjL._SY88.jpg', 'Downloaded_Images/61New8ZCbuL._SY88.jpg', 'Downloaded_Images/614OE1MwzJL._SY88.jpg', 'Downloaded_Images/61rOod9CpSL._SY88.jpg', 'Downloaded_Images/61CEpJV56pL._SY88.jpg']","I originally installed these on my semi-hollow body Gretch D6128 Thunderbass in an attempt to cut down on the string and fret noise I was getting with conventional strings.

These not only reduced those issues considerably, the tone is fantastic!  I have been using these on the Gretch now for over 18 months and have nothing but praise for these strings!  The red color also adds a very unique look to the instrument and I am always getting compliments on the look!

In addition to my D6128, I have also installed a set of these on my Candy Apple Red Fender Jaguar short scale bass with equally impressive results.

The string itself is the time tested DR Sunbeam round core with the custom micro-coating applied.  The same great tone you get from the Sunbeam string with the added benefit of reduced string and fret noise.

I can't recommend these strings highly enough for anyone looking for a quality coated string.

(Be sure to check out the photos I posted of my two guitars running Red Devils!)",origin instal bodi gretch d6128 thunderbass attempt cut string fret nois get convent string reduc issu consider tone fantast use gretch 18 month noth prais string red color also add uniqu look instrument alway get compliment look addit d6128 also instal set candi appl red fender jaguar short scale bass equal impress result string time test dr sunbeam round core custom appli great tone get sunbeam string ad benefit reduc string fret nois ca recommend string highli enough anyon look qualiti coat string sure check photo post two guitar run red devil,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 16.988745,
       23.623093], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 0.8568643,
       0.       ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([ 0.       ,  0.       ,  0.       , ...,  9.5954895, 24.692062 ,
        0.       ], dtype=float32), array([0.      , 0.      , 0.      , ..., 0.      , 6.301744, 0.      ],
      dtype=float32)]"
2484,['Downloaded_Images/619X6uFMOpL._SY88.jpg'],"This is a good stand for the price. However, the mandolin seems to sit on the floor and this supports it.  Its good that it's on a rug, but I wouldn't place this on hardwood directly if you are worried about the finish of you instrument.",good stand price howev mandolin seem sit floor support good rug would place hardwood directli worri finish instrument,"[array([0.       , 0.       , 0.       , ..., 0.       , 1.0998113,
       0.       ], dtype=float32)]"
996,['Downloaded_Images/61GxBK8LjtL._SY88.jpg'],"I'd been searching for a while, to find a reverb pedal that would be able to fill the shoes of the built-ins that I'd used in the 60's and 70's... and here it is. Due to the unheard of low price, I half expected to get a ""half fast"" performance from this pedal, but fortunately, this was not the case. Upon plugging in the unit, and testing it with my Les Paul guitar, and my practice amp, I was amazed to hear how well this inexpensive pedal was able to replicate those old-school tones. This included emulation of multiple reverb types, such as  ""spring"", ""plate"", ""hall"", ""gate"", ""room"", and a really cool new one called ""modulate"" that throws a hint of chorus into it. Behringer not only got my money, but my respect and gratitude.",search find reverb pedal would abl fill shoe use 60 70 due unheard low price half expect get half fast perform pedal fortun case upon plug unit test le paul guitar practic amp amaz hear well inexpens pedal abl replic tone includ emul multipl reverb type spring plate hall gate room realli cool new one call modul throw hint choru behring got money respect gratitud,"[array([0.      , 0.      , 0.      , ..., 0.      , 3.304613, 0.      ],
      dtype=float32)]"
1658,['Downloaded_Images/61aWQ+JVuQL._SY88.jpg'],Love this stuff so far. Looks awesome and I can definitely hear the difference acoustically. Hoping I don't run into the blue / green issue that other reviewers have seen.,love stuff far look awesom definit hear differ acoust hope run blue green issu review seen,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1376,"['Downloaded_Images/71VRfotvYwL._SY88.jpg', 'Downloaded_Images/71Jbwm8TbsL._SY88.jpg']","I got this for my son for Christmas and he really loves it.  He also as a condenser mic that needs phantom power in order to work.  With this focusrite scarlett 2i2 Audio Interface that eliminates that requirement as it also doubles as phantom power.  The mic is very clear when using this recording device.  He uses the Magix Music Maker to record his music.  It is excellent and he has not had any issues with it at all.  I asked him if there was anything negative about it and he said all he can think of is how perfect it is.  You can adjuster mic volume, very clear, he has not heard any cut outs.  The only con is if you leave it plugged in to the USB when you are not using it your voice will sound static, but he said its an easy fix you just unplug the USB and plug it back in.  By the way he is using an old dell laptop and it works great.
I am very happy with this purchase and recommend it.",got son christma realli love also condens mic need phantom power order work focusrit scarlett 2i2 audio interfac elimin requir also doubl phantom power mic clear use record devic use magix music maker record music excel issu ask anyth neg said think perfect adjust mic volum clear heard cut out con leav plug usb use voic sound static said easi fix unplug usb plug back way use old dell laptop work great happi purchas recommend,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 30.155897,
        0.      ], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 2.3967984,
       0.       ], dtype=float32)]"
1656,['Downloaded_Images/71sU4Ujk94L._SY88.jpg'],"I bought these for my office. I wanted to put a barrier between the speaker phone and the wall to help reduce echo and keep my nosy neighbor from listening in. I can't tell if you if it works for the neighbor but the echo is gone now. I also have my computer speakers near them as well and that seems to shield a little noise too.

These had trouble sticking on my wall at first, I ended up using industrial velcro, it just wouldn't hold with anything else. I'm pretty happy with them and they don't look that bad either.",bought offic want put barrier speaker phone wall help reduc echo keep nosi neighbor listen ca tell work neighbor echo gone also comput speaker near well seem shield littl nois troubl stick wall first end use industri velcro would hold anyth el pretti happi look bad either,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
317,['Downloaded_Images/817TSB5ELFL._SY88.jpg'],"What luck that I received Dad's mandolin back from the luthier at the same time I was offered a trial of this mandolin strap in the Vine program!

It's nothing fancy - pretty much a strip of black leather about 3/4"" wide - but mandolin players tend to be less visually flashy than, say, guitar or banjo players!

There are several holes on one end designed to fit over the button, then a tie on the other end to connect to the scroll.

I like it!",luck receiv dad mandolin back luthier time offer trial mandolin strap vine program noth fanci pretti much strip black leather wide mandolin player tend le visual flashi say guitar banjo player sever hole one end design fit button tie end connect scroll like,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 10.324725,
        0.      ], dtype=float32)]"
1331,['Downloaded_Images/61FxoXeCA0L._SY88.jpg'],"I'm going to give this a five stars.  It may feel fragile or not strong enough ones you open the mail, but it's a very good product and feels strong, ones you install it.  That's also easy to do.  Check out the pictures I posted. I'm happy",go give five star may feel fragil strong enough one open mail good product feel strong one instal also easi check pictur post happi,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3680,"['Downloaded_Images/71ETgzFcaBL._SY88.jpg', 'Downloaded_Images/71HV0MEFk5L._SY88.jpg', 'Downloaded_Images/518WSeJIgFL._SY88.jpg', 'Downloaded_Images/51iBVERSjbL._SY88.jpg']","I love programming with this device and software. Being able to make lighting fixtures and controls that work is amazing.

I use a touch screen to make lighting scene changes quickly and easy without a mouse",love program devic softwar abl make light fixtur control work amaz use touch screen make light scene chang quickli easi without mous,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([ 0.       ,  0.       ,  0.       , ...,  0.       , 20.479334 ,
        1.9753243], dtype=float32), array([ 0.      ,  0.      ,  0.      , ...,  0.      , 50.53075 ,
       31.133636], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1012,['Downloaded_Images/7168briC3cL._SY88.jpg'],ergonomics and useful.,ergonom use,"[array([67.683266,  0.      ,  0.      , ...,  0.      ,  5.896373,
        0.      ], dtype=float32)]"
372,['Downloaded_Images/71CD16xUboL._SY88.jpg'],"It seriously sounds better than it has any right to at this price range, and I love it.  Great if you want to do some recording in an area that is not sound treated that you can't get away with using a condenser microphone in.  It has a lot of character as it's frequency response is far from flat.  Attenuation of the lows and a pretty beefy boost in the presence without going too bright.  It's a bit louder that the Shure sm58, but not hugely.  Still needs quite a bit of preamp, about 70% up on my preamp to remain in unity on my mixer for reasonable recording levels.  It's got a good sound to it.  I think it's super short sighted of Behringer to fail to include the frequency profile of this microphone on the Amazon store page, but don't worry I've got you all covered.  The picture attached is a document included with my microphone which SHOULD have been on this store page, and will give you an idea of what this microphone will sound like.",serious sound better right price rang love great want record area sound treat ca get away use condens microphon lot charact frequenc respons far flat attenu low pretti beefi boost presenc without go bright bit louder shure sm58 huge still need quit bit preamp 70 preamp remain uniti mixer reason record level got good sound think super short sight behring fail includ frequenc profil microphon amazon store page worri got cover pictur attach document includ microphon store page give idea microphon sound like,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3114,['Downloaded_Images/71SCu47p6HL._SY88.jpg'],"First of all, I am a HUGE Fender fan. Guitars, amps and especially their pickups.  Second, when it comes to tone, I am very picky. I love the Fender Custom Shop 69s, 54s, 57/62s and Fat 50s. I wanted to try something other than Fender this time, so I chose these SSL-1s. So far I think they are absolutely the best single coil pickup I have ever had. Big, full tone with bell-like highs and a clear bottom end.  On a lot of pickups in Strats the neck pickup can sound too quacky, too much twang and it over powers everything else.  These strike a very nice balance with quack and all the other harmonics that are present.  Some other vintage single coils Ive tried have too much chimey-ness in the tone, too much high, drowns out the mids, again these SSL-1s don't do that, even though there is still tons of chimey, bell-like tones, like glass breaking, very brilliant, but its balanced out with the mid and low tones as well.  Very nice and yes I would buy them again.",first huge fender fan guitar amp especi pickup second come tone picki love fender custom shop 69 54 fat 50 want tri someth fender time chose far think absolut best singl coil pickup ever big full tone high clear bottom end lot pickup strat neck pickup sound quacki much twang power everyth el strike nice balanc quack harmon present vintag singl coil ive tri much tone much high drown mid even though still ton chimey tone like glass break brilliant balanc mid low tone well nice ye would buy,"[array([36.68651  , 20.048805 ,  0.       , ...,  0.       ,  4.7772655,
        0.       ], dtype=float32)]"
1617,['Downloaded_Images/710Q3g4tAzL._SY88.jpg'],"Beautiful case with great padding and fit. The case is snug and absolutely perfect for my flamenco guitar. It fits so nicely, it seems as if it were custom made for standard flamenco/classical guitars. I highly recommend this case. Quality inside, outside, and nice latches with two keys and a lock.",beauti case great pad fit case snug absolut perfect flamenco guitar fit nice seem custom made standard guitar highli recommend case qualiti insid outsid nice latch two key lock,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      ,  0.      ,
       15.402985], dtype=float32)]"
3580,"['Downloaded_Images/61SZpWuXTIL._SY88.jpg', 'Downloaded_Images/71w1EdN83JL._SY88.jpg']","They came tarnished and discolored, I assume because they were clipped in during storage and shipping, see the pictures. They work with Schallers so you don't have to worry about compatibility and I guess they'll be covered up when I'm playing out, so it's not really that big of a deal but I'm still kind of disappointed. They're also quite a bit bigger but I'm not sure if I hate this, obviously I'm used to smaller Schallers however the larger washer means a more secure connection with my strap and more gold flair. I dunno, I'm still too disappointed with the discoloration.",came tarnish discolor assum clip storag ship see pictur work schaller worri compat guess cover play realli big deal still kind disappoint also quit bit bigger sure hate obvious use smaller schaller howev larger washer mean secur connect strap gold flair dunno still disappoint discolor,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1322,"['Downloaded_Images/71ELrJcIx5L._SY88.jpg', 'Downloaded_Images/71yP+QMxiiL._SY88.jpg']",Worked for about a week the the weight of the guitar pulled the sheetrock anchor out of the wall and left a huge hole now. It needs to come with better anchors.,work week weight guitar pull sheetrock anchor wall left huge hole need come better anchor,"[array([ 0.     ,  0.     ,  0.     , ...,  0.     , 16.86209,  0.     ],
      dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3502,['Downloaded_Images/71LMAk1qwvL._SY88.jpg'],Top quality multi ply material...I made double pickguards for my Everly Brothers  J 180 ...had just enough material...it came out awesome...looks awesome...you be the judge,top qualiti multi pli materi made doubl pickguard everli brother j 180 enough materi came awesom look awesom judg,"[array([0.        , 0.        , 6.0423403 , ..., 0.        , 7.368903  ,
       0.52305007], dtype=float32)]"
